,city,offer_URL
150,adygeya,https://auto.ru/cars/used/sale/bmw/5er/1097278082-393b1f67/
151,adygeya,https://auto.ru/cars/used/sale/bmw/3er/1097247696-e25068fa/
152,adygeya,https://auto.ru/cars/used/sale/bmw/5er/1095536590-aa1f69f9/
153,adygeya,https://auto.ru/cars/used/sale/bmw/3er/1095137026-d03f5fba/
154,adygeya,https://auto.ru/cars/used/sale/bmw/3er/1094882310-b01a60e0/
155,adygeya,https://auto.ru/cars/used/sale/bmw/5er/1094193502-6dc42808/
156,adygeya,https://auto.ru/cars/used/sale/bmw/5er/1092917032-f2201a9d/
157,adygeya,https://auto.ru/cars/used/sale/bmw/5er/1091808580-e9c2337c/
158,adygeya,https://auto.ru/cars/used/sale/bmw/5er/1097539077-b68da57d/
159,adygeya,https://auto.ru/cars/used/sale/bmw/3er/1097238008-3afaaba9/
160,adygeya,https://auto.ru/cars/used/sale/bmw/7er/1097820588-2a19c33c/
161,adygeya,https://auto.ru/cars/used/sale/bmw/5er/1092241400-003b1c51/
162,adygeya,https://auto.ru/cars/used/sale/bmw/5er/1094841352-0641293d/
163,adygeya,https://auto.ru/cars/used/sale/bmw/7er/1094923206-6ea28669/
164,adygeya,https://auto.ru/cars/used/sale/bmw/5er/1093932214-f34c3883/
165,adygeya,https://auto.ru/cars/used/sale/bmw/3er/1098136844-346527df/
166,adygeya,https://auto.ru/cars/used/sale/bmw/x5/1096063284-c5fb002d/
167,adygeya,https://auto.ru/cars/used/sale/bmw/5er/1095292864-989343da/
168,adygeya,https://auto.ru/cars/used/sale/bmw/3er/1097070990-7b388bcc/
169,adygeya,https://auto.ru/cars/used/sale/bmw/5er/1097031664-1ef8fe73/
170,adygeya,https://auto.ru/cars/used/sale/bmw/5er/1096681976-bf1155c3/
171,adygeya,https://auto.ru/cars/used/sale/bmw/5er/1096669686-80faf19d/
172,adygeya,https://auto.ru/cars/used/sale/bmw/3er/1096408038-ae540b5c/
173,adygeya,https://auto.ru/cars/used/sale/bmw/7er/1093862690-1e584b9e/
174,adygeya,https://auto.ru/cars/used/sale/bmw/3er/1096889046-70649cdf/
175,adygeya,https://auto.ru/cars/used/sale/bmw/5er/1097513279-a1943909/
176,adygeya,https://auto.ru/cars/used/sale/bmw/5er/1096907546-14875eac/
177,adygeya,https://auto.ru/cars/used/sale/bmw/5er/1096277145-6faa6962/
178,adygeya,https://auto.ru/cars/used/sale/bmw/3er/1095809968-5f8d1905/
179,adygeya,https://auto.ru/cars/used/sale/bmw/7er/1095725272-00fffadb/
180,adygeya,https://auto.ru/cars/used/sale/bmw/5er/1095113486-b439efa1/
181,adygeya,https://auto.ru/cars/used/sale/bmw/5er/1094881324-b8bc731d/
182,adygeya,https://auto.ru/cars/used/sale/bmw/5er/1093375686-6f18ec72/
183,adygeya,https://auto.ru/cars/used/sale/bmw/x5/1086782588-7dba32f3/
184,adygeya,https://auto.ru/cars/used/sale/bmw/7er/1098027760-60d97e21/
185,adygeya,https://auto.ru/cars/used/sale/bmw/x5/1096243418-b3293bd6/
186,adygeya,https://auto.ru/cars/used/sale/bmw/5er/1096088554-9330b943/
187,adygeya,https://auto.ru/cars/used/sale/bmw/3er/1094713132-63eafabb/
188,adygeya,https://auto.ru/cars/used/sale/bmw/5er/1094421222-3c8a07ab/
189,adygeya,https://auto.ru/cars/used/sale/bmw/5er/1097842212-d6d5d4e3/
190,adygeya,https://auto.ru/cars/used/sale/bmw/x5/1093551356-50bbbd2c/
191,adygeya,https://auto.ru/cars/used/sale/bmw/3er/1097206580-d2321e0f/
192,adygeya,https://auto.ru/cars/used/sale/bmw/3er/1098107300-ab5ad33d/
193,adygeya,https://auto.ru/cars/used/sale/bmw/x5/1096197120-22374bdc/
194,adygeya,https://auto.ru/cars/used/sale/bmw/3er/1088918676-6e916a52/
195,adygeya,https://auto.ru/cars/used/sale/bmw/3er/1096774444-c1e4bab3/
196,adygeya,https://auto.ru/cars/used/sale/bmw/x5/1096997906-fe470088/
